施設種別,地区,保育園名,所在地,緯度,経度,種別,電話番号,入園可能月齢,保育年齢別定員　0歳,保育年齢別定員　1歳,保育年齢別定員　2歳,保育年齢別定員　3歳,保育年齢別定員　4歳,保育年齢別定員　5歳,保育年齢別定員　合計,短時間保育開始時間,短時間保育終了時間,標準時間開始時間,標準時間終了時間,延長保育対象月齢,延長保育,休園日,運営事業者(指定管理者),保育園ホームページ
認可保育園,麻布,太陽の子南麻布保育園,東京都港区南麻布四丁目11番30号　南麻布渋谷ビル　2階,35.646992,139.727149,私立,03-5488-8070,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,麻布,あい保育園元麻布,東京都港区元麻布三丁目2番19号　MOMON六本木ビル 2階,35.657381,139.727326,私立,03-6447-1871,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,麻布,まちの保育園六本木,東京都港区六本木一丁目9番10号　アークヒルズ仙石山森タワー,35.663588,139.741813,私立,03-6441-2478,57日,,,,,,,,9:00,17:00,7:30,18:30,1歳の誕生日 を過ぎた翌月 1日,20：30まで,日・祝・年末年始,,
認可保育園,麻布,まちの保育園六本木分園,東京都港区六本木一丁目9番10号　アークヒルズ仙石山森タワー,35.663636,139.74188,私立,03-6450-1726,57日,,,,,,,,9:00,17:00,7:30,18:30,1歳の誕生日 を過ぎた翌月 1日,20：30まで,日・祝・年末年始,,
認可保育園,赤坂,赤坂保育園,東京都港区赤坂五丁目5番26-101号,35.671125,139.734061,区立,03-3583-2156,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,南青山保育園,東京都港区南青山一丁目3番15号,35.671188,139.725527,区立,03-3401-1650,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,青山保育園,東京都港区北青山三丁目4番14-101号,35.668127,139.71402,区立,03-3401-1723,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,赤坂ちとせ保育園,東京都港区赤坂四丁目7番15号　陽栄光和ビル1階,35.675503,139.734069,私立,03-6459-1012,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,太陽の子赤坂保育園,東京都港区赤坂八丁目12番16号　NOZYAKASAKA1階、2階、3階,35.669165,139.729383,私立,03-6434-9431,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,あい保育園青山一丁目,東京都港区南青山一丁目3番1号　パークアクシス青山一丁目タワー2階,35.671674,139.725591,私立,03-6459-2860,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,太陽の子南青山保育園,東京都港区南青山四丁目1番6号　セブン南青山1階、2階,35.667301,139.719068,私立,03-5413-5512,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,赤坂,小学館アカデミ-南青山保育園,東京都港区南青山四丁目15番8号　南青山246ビル,35.66495,139.718306,私立,03-5770-1512,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,伊皿子坂保育園,東京都港区三田四丁目19番30号,35.640411,139.738726,区立,03-3444-7601,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,高輪保育園,東京都港区高輪三丁目18番15号,35.633207,139.735724,区立,03-3449-1641,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,白金保育園,東京都港区白金三丁目10番12号,35.644936,139.731076,区立,03-3441-5076,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,太陽の子三田五丁目保育園,東京都港区三田五丁目4番3号　三田プラザビル3階,35.647706,139.738902,私立,03-5439-6775,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,みなと保育園,東京都港区高輪一丁目6番9号,35.642366,139.735335,私立,03-3443-3406,43日,,,,,,,,9:00,17:00,7:30,18:30,43日,19：30まで,日・祝・年末年始,,
認可保育園,高輪,愛星保育園,東京都港区高輪一丁目27番40号,35.63676,139.731967,私立,03-3441-5410,3か月,,,,,,,,9:00,17:00,7:00,18:00,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,ゆらりん高輪保育園,東京都港区高輪一丁目5番38号　HUG高輪1階、2階,35.641758,139.736717,私立,03-5422-6170,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,高輪夢保育園,東京都港区高輪三丁目25番33号　長田ビル3階,35.631944,139.737918,私立,03-5791-9680,57日,,,,,,,,9:15,17:15,7:15,18:15,満5か月,20：15まで,日・祝・年末年始,,
認可保育園,高輪,ゆらりん白金保育園,東京都港区白金一丁目26番10号　白金K-FLAT 1階、2階の一部,35.643907,139.733517,私立,03-6409-6310,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,高輪,みつばち保育園,東京都港区白金四丁目7番2号,35.642807,139.727554,私立,03-3444-8767,43日,,,,,,,,9:00,17:00,7:15,18:15,43日,19：15まで,日・祝・年末年始,,
認可保育園,高輪,ニチイキッズ白金台保育園,東京都港区白金台二丁目26番10号　グリーンオーク高輪台　2階,35.631759,139.729917,私立,03-5791-2161,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,しばうら保育園,東京都港区芝浦三丁目1番16号,35.645136,139.750214,区立,03-5232-1130,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,22：00まで,年末年始,,
認可保育園,芝浦港南,こうなん保育園,東京都港区港南四丁目2番3-101号,35.629827,139.747918,区立,03-3450-3800,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,台場保育園,東京都港区台場一丁目5番1号,35.630085,139.777068,区立,03-5781-0255,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,22：00まで,年末年始,,
認可保育園,芝浦港南,たかはま保育園,東京都港区港南四丁目3番7号,35.631151,139.749972,区立,03-5500-2360,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,太陽の子シ-バンス保育園,東京都港区芝浦一丁目2番2号　シーバンスアモール3階,35.649696,139.756524,私立,03-5439-4014,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,太陽の子芝浦一丁目保育園,東京都港区芝浦一丁目9番7号　芝浦おもだかビル2階、3階,35.648178,139.753541,私立,03-5439-5251,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,アンジェリカ田町保育園,東京都港区芝浦一丁目6番41号　グローバルフロントタワー1階,35.647586,139.75497,私立,03-6435-2157,57日,,,,,,,,9:00,17:00,7:30,18:30,57日,20：30まで,日・祝・年末年始,,
認可保育園,芝浦港南,にじのいるか保育園芝浦,東京都港区芝浦二丁目3番31号　高取ビル 2階,35.644138,139.754543,私立,03-6435-3804,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日を過ぎた翌月1 日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,太陽の子芝浦二丁目保育園,東京都港区芝浦二丁目17番9号　大友ビル1階,35.644917,139.752268,私立,03-5418-7767,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,太陽の子芝浦三丁目保育園,東京都港区芝浦三丁目20番2号　山楽ビル2階3階,35.642236,139.746501,私立,03-5439-6206,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,アスク芝浦4丁目保育園,東京都港区芝浦四丁目12番28号,35.639594,139.749084,私立,03-6435-2855,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,ゆらりん港南保育園,東京都港区港南一丁目6番27号　SSJ品川ビル2F,35.62962,139.745437,私立,03-6712-1188,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,グロ-バルキッズ港南保育園,東京都港区港南四丁目1番8号　リバージュ品川2階,35.629617,139.746672,私立,03-3450-6130,57日,,,,,,,,9:00,17:00,7:15,18:15,57日,20：15まで,日・祝・年末年始,,
認可保育園,芝浦港南,ベネッセ港南保育園,東京都港区港南四丁目6番7号,35.627761,139.750726,私立,03-5783-5871,57日,,,,,,,,9:00,17:00,7:00,18:00,1歳の誕生日,22：00まで,日・祝・年末年始,,
認定こども園,芝浦港南,芝浦アイランドこども園,東京都港区芝浦四丁目20番1号,35.640426,139.752365,区立,03-5443-7337,57日,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,22：00まで,年末年始,,
小規模保育施設,赤坂,こいくえん赤坂,東京都港区赤坂四丁目14番14号,35.6734406,139.7313922,私立,03-6277-8555,3か月,,,,,,,,9:00,17:00,7:30,18:30,1歳の誕生日,19：30まで,日・祝・年末年始,,
小規模保育施設,芝浦港南,港南あおぞら保育園,東京都港区港南三丁目8番1号　森永乳業港南ビル1階,35.6320239,139.7500836,私立,03-6712-1988,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝,芝五丁目保育室,東京都港区芝五丁目36番4号（2015年11月1日開設）,35.644993,139.745252,委託,03-6435-2088,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝,浜松町二丁目保育室,東京都港区浜松町二丁目3番20号,35.654962,139.755449,委託,03-6435-9507,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝,愛宕保育室,東京都港区愛宕一丁目7番5号,35.66452,139.749401,委託,03-3433-2671,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,麻 布,南麻布三丁目保育室,東京都港区南麻布三丁目5番15号,35.651044,139.730423,委託,03-3443-5711,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,麻 布,東麻布保育室,東京都港区東麻布二丁目1番1号,35.658203,139.742559,委託,03-3584-3811,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,赤 坂,青南保育室,東京都港区南青山四丁目19番18号,35.66396,139.716584,委託,03-5770-3933,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,赤 坂,第二青南保育室,東京都港区南青山四丁目19番5号,35.664202,139.716788,委託,03-5770-5366,3ヴ月,,,,,,,,9:00,17:00,7:15,18:15,１歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,高 輪,桂坂保育室,東京都港区高輪三丁目19番36号,35.633431,139.737205,委託,03-5475-6646,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,高 輪,志田町保育室,東京都港区白金一丁目11番16号,35.645795,139.73367,委託,03-6277-2582,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝浦港南,たまち保育室,東京都港区芝浦三丁目4番1号　グランパークプラザ棟,35.643735,139.745528,委託,03-5484-6088,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝浦港南,芝浦橋保育室,東京都港区芝浦四丁目6番8号　田町ファーストビル2階,35.638959,139.74483,委託,03-6865-1004,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
港区保育室,芝浦港南,港南四丁目保育室,東京都港区港南四丁目2番4号,35.630213,139.747604,委託,03-5796-8863,3か月,,,,,,,,9:00,17:00,7:15,18:15,1歳の誕生日,20：15まで,日・祝・年末年始,,
みなと保育サポート白金,,,東京都港区白金三丁目10番12号,35.644894,139.731074,,03-5423-4909,,,,,,,,,,,,,,,,,
みなと保育サポート港南四丁目,,,東京都港区港南 四丁目2番4号都営住宅1F ,35.630196,139.747592,,03-5796-8861,,,,,,,,,,,,,,,,,
みなと保育サポート東麻布,,,東京都港区東麻布二丁目1番1号4階,35.65821,139.742614,,03-5544-8461,,,,,,,,,,,,,,,,,
子育てひろば あっぴぃ西麻布,,,東京都港区西麻布二丁目13番3号西麻布いきいきプラザ3階,35.660764,139.722809,,03-5467-7175,,,,,,,,,,,,,,,,,
子育てひろば あっぴぃ港南四丁目,,,東京都港区港南四丁目2番4号（都営住宅内）,35.630213,139.747604,,03-5796-8862,,,,,,,,,,,,,,,,,
子育てひろば　あっぴぃ麻布,,,東京都港区六本木五丁目12番24号港区立麻布図書館1階,35.657508,139.73581,,03-5114-9900,,,,,,,,,,,,,,,,,
子育てひろば あっぴぃ新橋,,,東京都新橋六丁目4番2号きらきらプラザ新橋3階,35.662317,139.754025,,03-5425-7525,,,,,,,,,,,,,,,,,
子育てひろば　あい・ぽーと,,,東京都港区南青山二丁目25番1号,35.669903,139.718451,,03-5786-3250,,,,,,,,,,,,,,,,,
みなと子育て応援プラザPokke,,,東京都港区芝五丁目18番1-102号,35.648186,139.74774,,03-6435-0411,,,,,,,,,,,,,,,,,
子育てひろば　あっぴぃ台場,,,東京都港区台場一丁目7番1号メディアージュ4F,35.628336,139.77438,,03-5520-9061,,,,,,,,,,,,,,,,,
子育てひろば　あっぴぃ港南,,,東京都港区港南二丁目3番13号品川フロントビルキッズ館3階,35.629186,139.74322,,03-6712-0688,,,,,,,,,,,,,,,,,
子ども家庭支援センター（みなとキッズサポートセンター）,,,東京都港区三田一丁目4番10号,35.654293,139.742553,,03-6400-0090,,,,,,,,,,,,,,,,,
子育てひろば　あっぴぃ芝浦,,,東京都港区芝浦三丁目1番16号,35.645216,139.750407,,03-5730-3252,,,,,,,,,,,,,,,,,
私立保育園,,ナオミ保育園分園 りんごの木,野毛1-25-2,139.6419951180151,35.604516284781525,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00033410.html
区立保育園,,奥沢西保育園,奥沢8-4-14,139.65799719716338,35.602982230821205,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00126128.html
私立保育園,,尾山台保育園,尾山台1-1-6,139.6549790776854,35.59684028758967,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00012869.html
私立保育園,,ナオミ保育園分園 ぶどうの木,奥沢6-19-1,139.6652314973161,35.60324483629808,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00025982.html
保育室,,おひさま保育園,尾山台3-33-2,139.6551670285973,35.606348346670934,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011807.html
保育室,,YMCAチャイルドケアセンター,奥沢5-41-7,139.66640495438872,35.60590112786307,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011808.html
認証保育所,,コンビプラザ等々力保育園,等々力2-32-16,139.6480829769468,35.608073454705824,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011877.html
私立保育園,,グリーンヒル奥沢保育園分園グリーンバレー等々力保育園,等々力2-33-14,139.6480019106433,35.607760009915324,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125110.html
認証保育所,,ベビールーム等々力,等々力１－１９－９,139.64771969082895,35.60335785856632,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00131244.html
区立保育園,,奥沢保育園,奥沢2-3-11,139.67568779467317,35.605245344728566,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011750.html
区立保育園,,南奥沢保育園,奥沢1-2-13,139.68014113866636,35.599445102665925,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011749.html
私立保育園,,グリーンヒル奥沢保育園,奥沢1-48-13,139.67830824882384,35.60388215870129,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00031241.html
認証保育所,,マミーズエンジェル奥沢保育園,奥沢3-44-2,139.67464059805152,35.603445622529094,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011876.html
区立保育園,,小梅保育園,喜多見2-10-41,139.59506525107244,35.62416968428444,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011772.html
私立保育園,,宇奈根なごやか園,宇奈根2-7-16,139.60097642531255,35.621084274497946,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00012864.html
認証保育所,,喜多見こどもの家,喜多見3-14-6,139.5993873800111,35.62431507391246,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011887.html
私立保育園,,喜多見バオバブ保育園,喜多見1-4-7,139.59835968999766,35.622310392171684,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00036836.html
私立保育園,,喜多見野の花保育園,喜多見3-21-22,139.5998031449612,35.62723760627165,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00133747.html
私立保育園,,青い空保育園,岡本2-5-11,139.6206013363465,35.620264304160784,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011776.html
認証保育所,,砧南らる保育園,鎌田3-13-20,139.6132721845663,35.621964661381604,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011886.html
認証保育所,,パパルキッズルーム,玉川3-43-1,139.62186538801132,35.614962632876086,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011881.html
私立保育園,,岡本こもれび保育園,岡本3-20-10,139.61497123106565,35.62746633993255,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00131887.html
私立保育園,,世田谷おとぎの森保育園,岡本2-22-11,139.61858420269365,35.62217300078786,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00134581.html
私立保育園,,たまがわみんなの家,玉川3-39-22,139.62068618280216,35.61777962205348,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00133752.html
区立保育園,,玉川保育園,玉川4-16-6,139.6240474713343,35.61777090515316,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00136798.html
区立保育園,,用賀保育園分園,用賀2-28-20,139.63726731972946,35.62465344910536,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00031752.html
私立保育園,,用賀なのはな保育園,用賀1-2-2,139.6427147494115,35.6233101229611,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011766.html
私立保育園,,さくらの木保育園,玉川台2-18-18,139.6305115809638,35.62489672447083,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00033357.html
私立保育園,,身延山保育園,瀬田4-12-4,139.62595694559192,35.619373343813415,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011761.html
私立保育園,,身延山保育園分園 さくら青空保育園,瀬田2-17-1,139.63383871728794,35.61862282309983,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011763.html
私立保育園,,わかな保育園,瀬田1-7-7,139.63128323457335,35.61473109441963,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011764.html
認証保育所,,グローバルキッズ上野毛園,上野毛1-26-6,139.63855165432017,35.61229203020652,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00033096.html
認証保育所,,ナーサリールームベリーベアー用賀,用賀2-27-1,139.63833188889245,35.62461344306283,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00017424.html
認証保育所,,ピノキオ幼児舎上野毛園,上野毛1-9-14,139.63935987422127,35.610829221487684,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011878.html
認証保育所,,ポピンズナーサリースクール二子玉川,玉川3-17-1,139.62673131578916,35.614148745677554,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011880.html
認証保育所,,用賀プチ・クレイシュ,用賀4-3-11,139.63457539391726,35.627262855132365,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011879.html
病児・病後児保育室,,山口小児科内科病児保育室シェ・モア,中町4-35-6,139.64064280197948,35.61686908555153,,,,,,,,,,,,,,,,,,, 
認証保育所,,グローバルキッズ用賀園,瀬田4-28-12,139.62912190055852,35.62197481152621,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00038986.html
認証保育所,,はじまり はじまりえんniko,玉川1-15-6,139.63224173286525,35.60987236484164,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00030031.html
病児・病後児保育室,,ニコこどもクリニック病児保育室ニコのおうち,玉川1-15-6,139.6321202034206,35.60991723100384,,,,,,,,,,,,,,,,,,, 
保育室,,玉川赤ちゃんの家保育園,玉川3-27-1,139.62431403345175,35.61413348965863,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011805.html
区立保育園,,用賀保育園,用賀2-29-22,139.6367472034956,35.62565556541786,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011757.html
区立保育園,,中町保育園,中町3-27-2,139.64258384877743,35.61544051232749,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00137426.html
私立保育園,,グリーンフィールド上野毛保育園,上野毛1-9-7,139.6392847611151,35.61030323502058,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138961.html
認証保育所,,小学館アカデミーふたこたまがわ保育園,玉川３－３４－２,139.6236975926105,35.61588749534506,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00124615.html
認証保育所,,わらべうた桜新町第2保育園,桜新町１－３２－１,139.64461265866336,35.627417718658826,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00139782.html
区立保育園,,新町保育園,駒沢4-3-1,139.65358439749323,35.626811019926166,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00139354.html
区立保育園,,深沢保育園,深沢5-16-17,139.650582879199,35.6204575512517,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00139750.html
私立保育園,,等々力保育園,等々力5-22-22,139.65839330043065,35.609073352779866,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011752.html
